file,line,function
admin/access_control.php,273,_ac_deny
admin/api_ai.php,22,aiGenerate
admin/api_ai.php,58,getGeminiApiKey
admin/api_ai.php,81,callGemini
admin/api_ai.php,113,aiPublicError
admin/api_ai.php,126,callGeminiModel
admin/api_ai.php,196,collectDataSnapshot
admin/api_ai.php,335,getSystemPrompt
admin/api_attendance.php,497,updateAttendanceSummary
admin/api_branding.php,58,brandQuery
admin/api_branding.php,77,brandResolveAssetFile
admin/api_check_duplicate.php,14,duplicateJson
admin/api_cms.php,43,out
admin/api_cms.php,46,f
admin/api_cms.php,52,saveImage
admin/api_cms.php,64,deleteImage
admin/api_cms.php,69,cmsInsertPhoto
admin/api_communication.php,434,getGradeLetter
admin/api_dept_takers.php,40,dept_taker_respond
admin/api_education.php,94,edu_scrub_phone
admin/api_finance.php,36,financeCategory
admin/api_finance.php,44,financeMember
admin/api_hr_attendance.php,43,hr_att_respond
admin/api_identity.php,44,validateCodeSegment
admin/api_import_members.php,22,import_json
admin/api_info_analytics.php,39,info_an_respond
admin/api_info_reports.php,30,info_rp_fail
admin/api_mezmur.php,67,mezmur_respond
admin/api_qr_roster.php,38,qr_roster_fail
admin/api_subjects.php,71,edu_require_assignment
admin/api_teachers.php,52,_teacherSafeColExists
admin/backend/academic_year.php,32,ay_ensure_schema
admin/backend/academic_year.php,39,ay_active_year
admin/backend/academic_year.php,60,ay_year_by_id
admin/backend/academic_year.php,81,ay_resolve
admin/backend/academic_year.php,119,ay_is_readonly
admin/backend/academic_year.php,129,ay_require_writable
admin/backend/academic_year.php,161,ay_block_if_readonly
admin/backend/academic_year.php,177,ay_can_manage_years
admin/backend/academic_year.php,188,ay_switch_active
admin/backend/academic_year.php,227,ay_year_list
admin/backend/academic_year.php,250,ay_banner_html
admin/backend/academic_year.php,270,ayReturnToCurrent
admin/backend/academic_year.php,294,ay_context_bar_html
admin/backend/academic_year.php,367,inject
admin/backend/ai_providers.php,29,ai_provider_registry
admin/backend/ai_providers.php,89,ai_enc_secret
admin/backend/ai_providers.php,95,ai_encrypt
admin/backend/ai_providers.php,103,ai_decrypt
admin/backend/ai_providers.php,118,ai_mask_key
admin/backend/ai_providers.php,127,ai_ensure_schema
admin/backend/ai_providers.php,154,ai_all_configs
admin/backend/ai_providers.php,163,ai_get_config
admin/backend/ai_providers.php,167,ai_active_config
admin/backend/ai_providers.php,173,ai_save_config
admin/backend/ai_providers.php,199,ai_set_active
admin/backend/ai_providers.php,213,ai_http
admin/backend/ai_providers.php,231,ai_net_msg
admin/backend/ai_providers.php,235,ai_provider_err
admin/backend/ai_providers.php,247,ai_adapter_openai
admin/backend/ai_providers.php,265,ai_adapter_gemini
admin/backend/ai_providers.php,289,ai_adapter_anthropic
admin/backend/ai_providers.php,310,ai_dispatch
admin/backend/ai_providers.php,319,ai_chat
admin/backend/ai_providers.php,329,ai_test_connection
admin/backend/calendar_system.php,25,wbws_get_calendar_mode
admin/backend/calendar_system.php,59,wbws_format_date
admin/backend/calendar_system.php,82,wbws_format_ethiopian
admin/backend/calendar_system.php,108,wbws_format_gregorian
admin/backend/calendar_system.php,129,wbws_calendar_scripts
admin/backend/calendar_system.php,142,wbws_font_import
admin/backend/ethiopian_date.php,32,is_gregorian_leap
admin/backend/ethiopian_date.php,37,meskerem1_day
admin/backend/ethiopian_date.php,44,get_meskerem1_date
admin/backend/ethiopian_date.php,50,gregorian_to_ethiopian
admin/backend/ethiopian_date.php,81,ethiopian_to_gregorian
admin/backend/ethiopian_date.php,94,ethio_month_name
admin/backend/ethiopian_date.php,107,ethio_date_array
admin/backend/ethiopian_date.php,112,ethio_date_format
admin/backend/groups_api.php,83,safeColumnExists
admin/backend/groups_api.php,97,safeTableExists
admin/backend/groups_api.php,103,safeQuery
admin/backend/groups_api.php,114,apiResponse
admin/backend/groups_api.php,126,cleanString
admin/backend/groups_api.php,135,cleanInt
admin/backend/groups_api.php,143,logAudit
admin/backend/login.php,16,loginResponse
admin/backend/member_sync.php,39,syncMemberType
admin/backend/member_sync.php,122,syncMemberTeacherFlag
admin/backend/member_sync.php,171,batchSyncMemberTypes
admin/backend/member_sync.php,200,getMemberRoleSummary
admin/backend/services/AdminSessionGuard.php,26,__construct
admin/backend/services/AdminSessionGuard.php,35,revalidate
admin/backend/services/ApiIdempotencyService.php,20,__construct
admin/backend/services/ApiIdempotencyService.php,29,begin
admin/backend/services/ApiIdempotencyService.php,72,complete
admin/backend/services/ApiIdempotencyService.php,115,abandon
admin/backend/services/ApiIdempotencyService.php,149,legacyReplay
admin/backend/services/ApiIdempotencyService.php,179,beginDatabase
admin/backend/services/ApiIdempotencyService.php,266,acquired
admin/backend/services/ApiIdempotencyService.php,277,beginFile
admin/backend/services/ApiIdempotencyService.php,350,newFileRecord
admin/backend/services/ApiIdempotencyService.php,370,completeFile
admin/backend/services/ApiIdempotencyService.php,389,abandonFile
admin/backend/services/ApiIdempotencyService.php,402,updateFile
admin/backend/services/ApiIdempotencyService.php,434,writeLockedFile
admin/backend/services/ApiIdempotencyService.php,444,fallbackPath
admin/backend/services/AssignmentService.php,26,ensureSchema
admin/backend/services/AssignmentService.php,40,subjectsForClass
admin/backend/services/AssignmentService.php,83,effectiveYear
admin/backend/services/AssignmentService.php,102,assign
admin/backend/services/AssignmentService.php,249,assignBulk
admin/backend/services/AssignmentService.php,306,setHomeroom
admin/backend/services/AssignmentService.php,409,setPrimary
admin/backend/services/AssignmentService.php,426,unassign
admin/backend/services/AssignmentService.php,472,syncForTeacher
admin/backend/services/AssignmentService.php,601,setClassSubjects
admin/backend/services/AssignmentService.php,656,matrix
admin/backend/services/AssignmentService.php,757,workload
admin/backend/services/AssignmentService.php,818,gaps
admin/backend/services/AssignmentService.php,931,searchTeachers
admin/backend/services/AssignmentService.php,993,validateActors
admin/backend/services/AssignmentService.php,1038,resolveYearId
admin/backend/services/AssignmentService.php,1047,yearById
admin/backend/services/AssignmentService.php,1067,suspendTeacherAssignments
admin/backend/services/AssignmentService.php,1100,restoreTeacherAssignments
admin/backend/services/AssignmentService.php,1129,latestSuspensionSnapshot
admin/backend/services/AssignmentService.php,1151,findRow
admin/backend/services/AssignmentService.php,1190,byId
admin/backend/services/AssignmentService.php,1203,isActiveRow
admin/backend/services/AssignmentService.php,1211,reactivate
admin/backend/services/AssignmentService.php,1230,promotePrimary
admin/backend/services/AssignmentService.php,1266,cellHasPrimary
admin/backend/services/AssignmentService.php,1287,ensureCellHasPrimary
admin/backend/services/AssignmentService.php,1312,normalizeRole
admin/backend/services/AssignmentService.php,1327,names
admin/backend/services/AssignmentService.php,1356,touchTeacherMember
admin/backend/services/AssignmentService.php,1381,hasColumn
admin/backend/services/AttendanceRecordService.php,24,normalizeCompleteSheet
admin/backend/services/AttendanceRecordService.php,122,replaceSheet
admin/backend/services/AttendanceSummaryService.php,51,recompute
admin/backend/services/AttendanceSummaryService.php,198,refreshMemberTotals
admin/backend/services/AttendanceSummaryService.php,241,maybeAlertLowAttendance
admin/backend/services/AttendanceSummaryService.php,313,recordSaved
admin/backend/services/BackupService.php,27,create
admin/backend/services/BackupService.php,180,listBackups
admin/backend/services/BackupService.php,224,resolveForDownload
admin/backend/services/BackupService.php,256,decryptToSql
admin/backend/services/BackupService.php,279,databaseObjects
admin/backend/services/BackupService.php,296,writeInsertBatch
admin/backend/services/BackupService.php,301,quoteIdentifier
admin/backend/services/BackupService.php,306,encryptionSecret
admin/backend/services/BackupService.php,321,privateStorageRoot
admin/backend/services/BackupService.php,353,enforceRetention
admin/backend/services/BackupService.php,388,__construct
admin/backend/services/BackupService.php,410,write
admin/backend/services/BackupService.php,427,finish
admin/backend/services/BackupService.php,453,abort
admin/backend/services/BackupService.php,463,__destruct
admin/backend/services/BackupService.php,468,emit
admin/backend/services/BackupService.php,479,writeAll
admin/backend/services/BackupService.php,499,decrypt
admin/backend/services/BackupService.php,583,readExact
admin/backend/services/BackupService.php,597,writeAll
admin/backend/services/CodeGenService.php,31,__construct
admin/backend/services/CodeGenService.php,44,subjectCode
admin/backend/services/CodeGenService.php,74,codeExists
admin/backend/services/CodeGenService.php,92,slugify
admin/backend/services/CodeGenService.php,107,opaqueSlug
admin/backend/services/DeptTakerService.php,48,managedRoles
admin/backend/services/DeptTakerService.php,63,roleLabel
admin/backend/services/DeptTakerService.php,75,validateUsername
admin/backend/services/DeptTakerService.php,128,create
admin/backend/services/DeptTakerService.php,181,toggle
admin/backend/services/DeptTakerService.php,219,listTakers
admin/backend/services/EnrollmentService.php,22,transactionScope
admin/backend/services/EnrollmentService.php,62,lockMember
admin/backend/services/EnrollmentService.php,72,enroll
admin/backend/services/EnrollmentService.php,81,transferByEnrollment
admin/backend/services/EnrollmentService.php,93,activeYear
admin/backend/services/EnrollmentService.php,115,resolveClass
admin/backend/services/EnrollmentService.php,158,enrollByLabel
admin/backend/services/EnrollmentService.php,172,enrollInScope
admin/backend/services/EnrollmentService.php,253,enrollByCode
admin/backend/services/EnrollmentService.php,262,transferInScope
admin/backend/services/EnrollmentService.php,341,generateMemberCode
admin/backend/services/EnrollmentService.php,352,activeEnrollment
admin/backend/services/EnrollmentService.php,379,classHasGradeHistory
admin/backend/services/EnrollmentService.php,404,countActive
admin/backend/services/EnrollmentService.php,454,resolveRosterYear
admin/backend/services/EnrollmentService.php,506,yearName
admin/backend/services/EnrollmentService.php,529,fetchRoster
admin/backend/services/EnrollmentService.php,640,rosterCountJoinSql
admin/backend/services/ExcelColumnMap.php,50,columns
admin/backend/services/ExcelColumnMap.php,84,locked
admin/backend/services/ExcelColumnMap.php,89,header
admin/backend/services/ExcelColumnMap.php,94,headersFor
admin/backend/services/ExcelColumnMap.php,103,resolveHeader
admin/backend/services/ExcelColumnMap.php,122,isVirtual
admin/backend/services/ExcelColumnMap.php,127,isClassColumn
admin/backend/services/ExcelColumnMap.php,132,isDateColumn
admin/backend/services/ExcelColumnMap.php,137,norm
admin/backend/services/ExcelExportService.php,27,export
admin/backend/services/ExcelExportService.php,206,attachClassDropdown
admin/backend/services/FeatureGate.php,27,names
admin/backend/services/FeatureGate.php,32,isEnabled
admin/backend/services/FeatureGate.php,44,all
admin/backend/services/FeatureGate.php,54,mobileCapabilities
admin/backend/services/FeatureGate.php,67,forAdminRequest
admin/backend/services/FeatureGate.php,104,forApiResource
admin/backend/services/FeatureGate.php,114,forRoleDashboard
admin/backend/services/FeatureGate.php,132,filterMobileTiles
admin/backend/services/GalleryService.php,19,allowedExt
admin/backend/services/GalleryService.php,24,diskRoot
admin/backend/services/GalleryService.php,29,uploadDir
admin/backend/services/GalleryService.php,44,rescueStrayFiles
admin/backend/services/GalleryService.php,75,ensureSchema
admin/backend/services/GalleryService.php,83,saveUpload
admin/backend/services/GalleryService.php,147,deleteByWebPath
admin/backend/services/GalleryService.php,174,publicAlbums
admin/backend/services/GalleryService.php,203,publicPhotos
admin/backend/services/GalleryService.php,244,publicFeatured
admin/backend/services/GalleryService.php,280,publicCard
admin/backend/services/GalleryService.php,293,publicServeUrl
admin/backend/services/GalleryService.php,300,streamById
admin/backend/services/GalleryService.php,325,streamByName
admin/backend/services/GalleryService.php,333,resolveOnDisk
admin/backend/services/GalleryService.php,378,normalizeWebPath
admin/backend/services/GalleryService.php,395,strayDirs
admin/backend/services/GalleryService.php,405,safeSub
admin/backend/services/GalleryService.php,411,streamResolved
admin/backend/services/GalleryService.php,448,streamNotFound
admin/backend/services/GalleryService.php,457,writeJpeg
admin/backend/services/HrAttendanceService.php,27,validDate
admin/backend/services/HrAttendanceService.php,39,sectionListWithCounts
admin/backend/services/HrAttendanceService.php,56,sectionRoster
admin/backend/services/HrAttendanceService.php,80,fetchSectionSheet
admin/backend/services/HrAttendanceService.php,150,saveSectionSheet
admin/backend/services/HrAttendanceService.php,234,listDays
admin/backend/services/HrAttendanceService.php,283,takersList
admin/backend/services/HrAttendanceService.php,303,audit
admin/backend/services/HrSubmissionService.php,45,normalizeStatus
admin/backend/services/HrSubmissionService.php,60,statusIsOpen
admin/backend/services/HrSubmissionService.php,67,staffCanOverride
admin/backend/services/HrSubmissionService.php,73,canReview
admin/backend/services/HrSubmissionService.php,83,isLockedForTaker
admin/backend/services/HrSubmissionService.php,91,statusLabel
admin/backend/services/HrSubmissionService.php,110,validateSection
admin/backend/services/HrSubmissionService.php,119,validDate
admin/backend/services/HrSubmissionService.php,130,auditPacket
admin/backend/services/HrSubmissionService.php,149,packetStatus
admin/backend/services/HrSubmissionService.php,175,packetHasRows
admin/backend/services/HrSubmissionService.php,206,resolvedStatus
admin/backend/services/HrSubmissionService.php,221,review
admin/backend/services/HrSubmissionService.php,254,takerMayWrite
admin/backend/services/HrSubmissionService.php,271,upsert
admin/backend/services/HrSubmissionService.php,414,reviewPacket
admin/backend/services/HrSubmissionService.php,499,listPackets
admin/backend/services/HrSubmissionService.php,594,detail
admin/backend/services/HrSubmissionService.php,626,rows
admin/backend/services/HrSubmissionService.php,665,countsFromRecords
admin/backend/services/HrSubmissionService.php,686,packetStats
admin/backend/services/HrSubmissionService.php,728,presentRow
admin/backend/services/IdCardLayout.php,14,elements
admin/backend/services/IdCardLayout.php,197,baseDefaults
admin/backend/services/IdCardLayout.php,214,defaults
admin/backend/services/IdCardLayout.php,237,intKeys
admin/backend/services/IdCardLayout.php,251,textKeys
admin/backend/services/IdCardLayout.php,265,colorKeys
admin/backend/services/IdCardLayout.php,279,ranges
admin/backend/services/IdCardLayout.php,302,sanitize
admin/backend/services/IdCardLayout.php,369,ensureStorage
admin/backend/services/IdCardLayout.php,374,load
admin/backend/services/IdCardLayout.php,399,background
admin/backend/services/IdCardLayout.php,428,cssVars
admin/backend/services/IdCardLayout.php,464,designerSchema
admin/backend/services/IdentityCodeService.php,66,isValidToken
admin/backend/services/IdentityCodeService.php,76,parse
admin/backend/services/IdentityCodeService.php,93,isStudentCode
admin/backend/services/IdentityCodeService.php,99,isStaffCode
admin/backend/services/IdentityCodeService.php,105,isValidV2
admin/backend/services/IdentityCodeService.php,119,composePrefix
admin/backend/services/IdentityCodeService.php,140,allocateStudent
admin/backend/services/IdentityCodeService.php,149,allocateStaff
admin/backend/services/IdentityCodeService.php,158,allocateWithPrefix
admin/backend/services/IdentityCodeService.php,191,resolveStaffSegments
admin/backend/services/IdentityCodeService.php,283,regenerateQr
admin/backend/services/IdentityMigrationService.php,30,renumberAll
admin/backend/services/InfoAnalyticsService.php,48,refreshRollup
admin/backend/services/InfoAnalyticsService.php,148,clampDate
admin/backend/services/InfoAnalyticsService.php,155,window
admin/backend/services/InfoAnalyticsService.php,172,kpiBand
admin/backend/services/InfoAnalyticsService.php,230,trends
admin/backend/services/InfoAnalyticsService.php,268,groupTable
admin/backend/services/InfoAnalyticsService.php,344,comparison
admin/backend/services/InfoAnalyticsService.php,367,sourceMeta
admin/backend/services/LedgerInputException.php,7,__construct
admin/backend/services/LedgerValidation.php,8,text
admin/backend/services/LedgerValidation.php,21,integer
admin/backend/services/LedgerValidation.php,34,optionalId
admin/backend/services/LedgerValidation.php,40,money
admin/backend/services/LedgerValidation.php,53,choice
admin/backend/services/LedgerValidation.php,61,date
admin/backend/services/MemberAge.php,9,years
admin/backend/services/MemberCategory.php,50,normalizeGroup
admin/backend/services/MemberCategory.php,60,letterFor
admin/backend/services/MemberCategory.php,74,groupFor
admin/backend/services/MemberCategory.php,80,labelsAm
admin/backend/services/MemberCategory.php,85,labelAm
admin/backend/services/MemberCategory.php,90,labelEn
admin/backend/services/MemberCategory.php,96,letters
admin/backend/services/MemberCategory.php,102,groups
admin/backend/services/MemberCodeFormat.php,31,html
admin/backend/services/MemberCodeFormat.php,54,text
admin/backend/services/MemberDirectoryService.php,62,__construct
admin/backend/services/MemberDirectoryService.php,71,search
admin/backend/services/MemberDirectoryService.php,155,sections
admin/backend/services/MemberDirectoryService.php,175,normalize
admin/backend/services/MemberDirectoryService.php,220,whereClause
admin/backend/services/MemberDirectoryService.php,284,count
admin/backend/services/MemberDirectoryService.php,293,execute
admin/backend/services/MemberDirectoryService.php,306,projection
admin/backend/services/MemberDirectoryService.php,341,booleanSearch
admin/backend/services/MemberDirectoryService.php,358,textLength
admin/backend/services/MemberDirectoryService.php,363,escapeLike
admin/backend/services/MemberDuplicateService.php,13,__construct
admin/backend/services/MemberDuplicateService.php,34,findStrongMatch
admin/backend/services/MemberDuplicateService.php,118,acquireStrongIdentityLock
admin/backend/services/MemberDuplicateService.php,167,releaseIdentityLock
admin/backend/services/MemberDuplicateService.php,193,findAdvisoryMatches
admin/backend/services/MemberDuplicateService.php,254,normalizeName
admin/backend/services/MemberDuplicateService.php,262,normalizePhoneSuffix
admin/backend/services/MemberExportService.php,16,count
admin/backend/services/MemberExportService.php,27,query
admin/backend/services/MemberExportService.php,67,collectEditable
admin/backend/services/MemberExportService.php,88,streamCsv
admin/backend/services/MemberExportService.php,156,normalizeRow
admin/backend/services/MemberExportService.php,178,spreadsheetSafeValue
admin/backend/services/MemberExportService.php,189,writeCsvRow
admin/backend/services/MemberExportService.php,196,safeFilename
admin/backend/services/MemberFileService.php,37,storeRequestUpload
admin/backend/services/MemberFileService.php,108,resolvePrivatePath
admin/backend/services/MemberFileService.php,135,mimeForPath
admin/backend/services/MemberFileService.php,147,discard
admin/backend/services/MemberFileService.php,161,publicRoot
admin/backend/services/MemberFileService.php,166,privateRoot
admin/backend/services/MemberFileService.php,175,ensureDirectory
admin/backend/services/MemberFileService.php,180,detectMime
admin/backend/services/MemberFileService.php,189,hasPdfHeader
admin/backend/services/MemberFileService.php,200,uploadError
admin/backend/services/MemberRegistrationPolicy.php,24,prepare
admin/backend/services/MemberRegistrationPolicy.php,75,text
admin/backend/services/MemberRegistrationPolicy.php,95,enum
admin/backend/services/MemberReportRenderer.php,24,streamCsv
admin/backend/services/MemberReportRenderer.php,96,streamWord
admin/backend/services/MemberReportRenderer.php,146,streamPrintPage
admin/backend/services/MemberReportRenderer.php,206,tableRow
admin/backend/services/MemberReportRenderer.php,227,summaryMarkup
admin/backend/services/MemberReportRenderer.php,236,truncationNotice
admin/backend/services/MemberReportRenderer.php,246,beginResponse
admin/backend/services/MemberReportRenderer.php,276,csv
admin/backend/services/MemberReportRenderer.php,283,spreadsheetSafe
admin/backend/services/MemberReportRenderer.php,291,h
admin/backend/services/MemberReportRenderer.php,296,safeFilename
admin/backend/services/MemberReportRenderer.php,302,flushEvery
admin/backend/services/MemberReportService.php,69,__construct
admin/backend/services/MemberReportService.php,75,presetTitle
admin/backend/services/MemberReportService.php,83,summary
admin/backend/services/MemberReportService.php,109,openRows
admin/backend/services/MemberReportService.php,139,nextRow
admin/backend/services/MemberReportService.php,156,compile
admin/backend/services/MemberReportService.php,296,enumFilter
admin/backend/services/MemberReportService.php,316,yesNoFilter
admin/backend/services/MemberReportService.php,333,execute
admin/backend/services/MemberReportService.php,345,driver
admin/backend/services/MemberReportService.php,351,scalar
admin/backend/services/MemberReportService.php,368,date
admin/backend/services/MemberReportService.php,384,booleanSearch
admin/backend/services/MemberReportService.php,399,escapeLike
admin/backend/services/MemberReportService.php,404,textLength
admin/backend/services/MemberTypeService.php,27,labels
admin/backend/services/MemberTypeService.php,52,labelAm
admin/backend/services/MemberTypeService.php,58,labelEn
admin/backend/services/MemberTypeService.php,68,saveLabel
admin/backend/services/MezmurAttendanceService.php,49,clampPerPage
admin/backend/services/MezmurAttendanceService.php,55,validDate
admin/backend/services/MezmurAttendanceService.php,65,window
admin/backend/services/MezmurAttendanceService.php,80,audit
admin/backend/services/MezmurAttendanceService.php,106,photoSelectExpr
admin/backend/services/MezmurAttendanceService.php,127,rosterGroupedBySection
admin/backend/services/MezmurAttendanceService.php,149,rosterIds
admin/backend/services/MezmurAttendanceService.php,161,listDays
admin/backend/services/MezmurAttendanceService.php,203,ensureDay
admin/backend/services/MezmurAttendanceService.php,234,fetchSheet
admin/backend/services/MezmurAttendanceService.php,264,saveSheet
admin/backend/services/MezmurAttendanceService.php,327,insertRows
admin/backend/services/MezmurAttendanceService.php,355,sectionRoster
admin/backend/services/MezmurAttendanceService.php,385,sectionListWithCounts
admin/backend/services/MezmurAttendanceService.php,405,fetchSectionSheet
admin/backend/services/MezmurAttendanceService.php,480,saveSectionSheet
admin/backend/services/MezmurAttendanceService.php,553,daysHeld
admin/backend/services/MezmurAttendanceService.php,568,programJoinFilter
admin/backend/services/MezmurAttendanceService.php,581,analyticsMembers
admin/backend/services/MezmurAttendanceService.php,666,analyticsSections
admin/backend/services/MezmurAttendanceService.php,714,analyticsTrends
admin/backend/services/MezmurAttendanceService.php,753,sectionList
admin/backend/services/MezmurAttendanceService.php,764,takersList
admin/backend/services/MezmurHymnService.php,30,clampPerPage
admin/backend/services/MezmurHymnService.php,35,escapeLike
admin/backend/services/MezmurHymnService.php,44,listHymns
admin/backend/services/MezmurHymnService.php,260,getHymn
admin/backend/services/MezmurHymnService.php,289,revisionExpr
admin/backend/services/MezmurHymnService.php,306,taxonomyCols
admin/backend/services/MezmurHymnService.php,324,mediaColsExpr
admin/backend/services/MezmurHymnService.php,343,syncedColExpr
admin/backend/services/MezmurHymnService.php,366,syncedAtColExpr
admin/backend/services/MezmurHymnService.php,375,applyMedia
admin/backend/services/MezmurHymnService.php,394,audit
admin/backend/services/MezmurHymnService.php,407,auditHymn
admin/backend/services/MezmurHymnService.php,426,wordsTableReady
admin/backend/services/MezmurHymnService.php,455,foldAmharic
admin/backend/services/MezmurHymnService.php,508,searchKey
admin/backend/services/MezmurHymnService.php,514,tokenizeWords
admin/backend/services/MezmurHymnService.php,530,reindexHymnWords
admin/backend/services/MezmurHymnService.php,552,backfillHymnWords
admin/backend/services/MezmurHymnService.php,577,searchWordCandidates
admin/backend/services/MezmurHymnService.php,621,isDuplicateKeyError
admin/backend/services/MezmurHymnService.php,628,isDuplicateKeyValue
admin/backend/services/MezmurHymnService.php,639,unknownTaxonomyIds
admin/backend/services/MezmurHymnService.php,662,normalizeIds
admin/backend/services/MezmurHymnService.php,690,parseTaxonomyRefs
admin/backend/services/MezmurHymnService.php,721,resolveNameToId
admin/backend/services/MezmurHymnService.php,743,categoryImageUrl
admin/backend/services/MezmurHymnService.php,760,uploadCategoryImage
admin/backend/services/MezmurHymnService.php,768,uploadZemarianImage
admin/backend/services/MezmurHymnService.php,775,taxonomyImageStore
admin/backend/services/MezmurHymnService.php,879,createNamedTaxonomy
admin/backend/services/MezmurHymnService.php,902,resolveLegacyCategoryId
admin/backend/services/MezmurHymnService.php,930,syncHymnCategories
admin/backend/services/MezmurHymnService.php,946,syncHymnZemarians
admin/backend/services/MezmurHymnService.php,965,attachTaxonomy
admin/backend/services/MezmurHymnService.php,1010,attachTaxonomyBulk
admin/backend/services/MezmurHymnService.php,1068,searchScore
admin/backend/services/MezmurHymnService.php,1098,lyricSnippet
admin/backend/services/MezmurHymnService.php,1118,termScore
admin/backend/services/MezmurHymnService.php,1151,saveHymn
admin/backend/services/MezmurHymnService.php,1439,setStatusHymn
admin/backend/services/MezmurHymnService.php,1484,listChangedSince
admin/backend/services/MezmurHymnService.php,1576,categoriesReady
admin/backend/services/MezmurHymnService.php,1603,gradientsReady
admin/backend/services/MezmurHymnService.php,1617,twoLevelReady
admin/backend/services/MezmurHymnService.php,1632,hexColorOrNull
admin/backend/services/MezmurHymnService.php,1641,saveCategoryGradient
admin/backend/services/MezmurHymnService.php,1652,removeCategoryImage
admin/backend/services/MezmurHymnService.php,1659,removeZemarianImage
admin/backend/services/MezmurHymnService.php,1665,taxonomyImageDrop
admin/backend/services/MezmurHymnService.php,1684,listCategories
admin/backend/services/MezmurHymnService.php,1762,saveCategory
admin/backend/services/MezmurHymnService.php,1952,setCategoryStatus
admin/backend/services/MezmurHymnService.php,1977,zemariansReady
admin/backend/services/MezmurHymnService.php,1992,listZemarians
admin/backend/services/MezmurHymnService.php,2022,saveZemarian
admin/backend/services/MezmurHymnService.php,2089,setZemarianStatus
admin/backend/services/MezmurMediaService.php,57,cfg
admin/backend/services/MezmurMediaService.php,63,isConfigured
admin/backend/services/MezmurMediaService.php,71,notConfiguredMessage
admin/backend/services/MezmurMediaService.php,76,bucket
admin/backend/services/MezmurMediaService.php,82,endpoint
admin/backend/services/MezmurMediaService.php,88,publicBase
admin/backend/services/MezmurMediaService.php,94,allowedExt
admin/backend/services/MezmurMediaService.php,104,maxBytes
admin/backend/services/MezmurMediaService.php,111,keyFor
admin/backend/services/MezmurMediaService.php,127,publicUrl
admin/backend/services/MezmurMediaService.php,142,signedGetUrl
admin/backend/services/MezmurMediaService.php,157,playUrl
admin/backend/services/MezmurMediaService.php,206,audioColumnsReady
admin/backend/services/MezmurMediaService.php,235,syncedLyricsColumnsReady
admin/backend/services/MezmurMediaService.php,250,audit
admin/backend/services/MezmurMediaService.php,267,hmac
admin/backend/services/MezmurMediaService.php,272,rfc3986
admin/backend/services/MezmurMediaService.php,277,signingKey
admin/backend/services/MezmurMediaService.php,298,presign
admin/backend/services/MezmurMediaService.php,366,contentTypeFor
admin/backend/services/MezmurMediaService.php,388,http
admin/backend/services/MezmurMediaService.php,438,parseHeaders
admin/backend/services/MezmurMediaService.php,462,beginUpload
admin/backend/services/MezmurMediaService.php,546,confirmUpload
admin/backend/services/MezmurMediaService.php,618,removeAudio
admin/backend/services/MezmurMediaService.php,654,setDuration
admin/backend/services/MezmurMediaService.php,726,canonicalizeLrc
admin/backend/services/MezmurMediaService.php,764,saveSyncedLyrics
admin/backend/services/MezmurMediaService.php,824,removeSyncedLyrics
admin/backend/services/MezmurMediaService.php,857,audioPayload
admin/backend/services/MezmurMediaService.php,884,decorateRow
admin/backend/services/MezmurSchemaReconciler.php,175,report
admin/backend/services/MezmurSchemaReconciler.php,232,apply
admin/backend/services/MezmurSubmissionService.php,53,normalizeStatus
admin/backend/services/MezmurSubmissionService.php,68,statusIsOpen
admin/backend/services/MezmurSubmissionService.php,75,staffCanOverride
admin/backend/services/MezmurSubmissionService.php,81,canReview
admin/backend/services/MezmurSubmissionService.php,93,isLockedForTaker
admin/backend/services/MezmurSubmissionService.php,101,statusLabel
admin/backend/services/MezmurSubmissionService.php,120,validateSection
admin/backend/services/MezmurSubmissionService.php,129,validDate
admin/backend/services/MezmurSubmissionService.php,140,auditPacket
admin/backend/services/MezmurSubmissionService.php,160,packetStatus
admin/backend/services/MezmurSubmissionService.php,186,packetHasRows
admin/backend/services/MezmurSubmissionService.php,217,resolvedStatus
admin/backend/services/MezmurSubmissionService.php,232,review
admin/backend/services/MezmurSubmissionService.php,265,takerMayWrite
admin/backend/services/MezmurSubmissionService.php,282,upsert
admin/backend/services/MezmurSubmissionService.php,425,reviewPacket
admin/backend/services/MezmurSubmissionService.php,510,listPackets
admin/backend/services/MezmurSubmissionService.php,605,detail
admin/backend/services/MezmurSubmissionService.php,637,rows
admin/backend/services/MezmurSubmissionService.php,676,countsFromRecords
admin/backend/services/MezmurSubmissionService.php,697,packetStats
admin/backend/services/MezmurSubmissionService.php,739,presentRow
admin/backend/services/MonitorAccessService.php,22,__construct
admin/backend/services/MonitorAccessService.php,29,findActiveSuperAdmin
admin/backend/services/MonitorAccessService.php,55,hasValidStepUp
admin/backend/services/MonitorAccessService.php,69,verifyStepUp
admin/backend/services/PasswordPolicy.php,25,errors
admin/backend/services/PasswordPolicy.php,58,isValid
admin/backend/services/PdfReportService.php,52,build
admin/backend/services/PdfReportService.php,108,renderGeneral
admin/backend/services/PdfReportService.php,143,renderGroupDetail
admin/backend/services/PdfReportService.php,198,renderMember
admin/backend/services/PdfReportService.php,276,fetchHistory
admin/backend/services/PdfReportService.php,287,memberSourceTable
admin/backend/services/PdfReportService.php,309,newPdf
admin/backend/services/PdfReportService.php,326,pageHeader
admin/backend/services/PdfReportService.php,344,sectionTitle
